p60,p70,p80,p90,p100,Comment,Doctype,NavigableString,ProcessingInstruction,Script,Stylesheet,Tag,length,is_text
4370.599999999998,11527.999999999998,13505.200000000004,16191.4,26443.0,0.0,0.0,85.0,0.0,0.0,0.0,128.0,511574.0,1.0
6.0,8.0,10.0,18.0,72.0,2.0,0.0,124.0,0.0,0.0,0.0,130.0,874.0,0.0
29.0,120.49999999999989,322.0,2493.0,289234.0,0.0,0.0,46.0,0.0,0.0,0.0,66.0,780170.0,1.0
7.0,11.0,18.0,27.0,101.0,2.0,0.0,2757.0,0.0,0.0,0.0,2621.0,26824.0,0.0
6.0,8.0,11.0,20.0,92.0,2.0,0.0,147.0,0.0,0.0,0.0,161.0,1230.0,0.0
4489.8,7629.699999999997,10461.2,16492.5,27749.0,0.0,0.0,124.0,0.0,0.0,0.0,185.0,630792.0,1.0
4860.999999999996,7239.599999999999,9869.600000000008,14055.4,42984.0,0.0,0.0,213.0,0.0,0.0,0.0,314.0,1026822.0,1.0
6.0,10.0,20.0,31.0,76.0,2.0,0.0,229.0,0.0,0.0,0.0,289.0,2357.0,0.0
458.0,1212.9999999999998,2104.0,4366.0,11247.0,0.0,0.0,166.0,0.0,0.0,0.0,250.0,210178.0,1.0
36.199999999999946,325.2999999999997,5494.200000000004,24832.80000000004,62640.0,0.0,0.0,32.0,0.0,0.0,0.0,49.0,194911.0,1.0
24.79999999999999,54.0,372.4000000000002,42581.39999999996,72107.0,0.0,0.0,24.0,0.0,0.0,0.0,37.0,197408.0,1.0
1020.8,1211.5,1621.0,2217.9000000000005,105142.0,5.0,0.0,62.0,1.0,0.0,0.0,55.0,169948.0,0.0
1298.6,1836.9999999999995,2354.0,3155.6000000000017,4988.0,4.0,0.0,109.0,2.0,0.0,0.0,102.0,154459.0,0.0
6.0,8.799999999999997,11.0,19.0,72.0,2.0,0.0,153.0,0.0,0.0,0.0,173.0,1051.0,0.0
439.8,563.7,689.0,1129.7,7266.0,0.0,0.0,382.0,0.0,0.0,0.0,572.0,168087.0,1.0
21.2,26.0,1655.000000000004,8643.400000000001,41928.0,0.0,0.0,28.0,0.0,0.0,0.0,41.0,97246.0,1.0
6.0,8.399999999999991,11.0,18.599999999999994,72.0,2.0,0.0,121.0,0.0,0.0,0.0,119.0,814.0,0.0
6.0,7.0,9.200000000000005,14.200000000000015,74.0,1.0,1.0,113.0,0.0,0.0,0.0,89.0,706.0,0.0
6.0,8.0,11.200000000000044,16.0,196.0,12.0,0.0,438.0,0.0,0.0,0.0,323.0,3005.0,0.0
6.0,7.799999999999954,11.0,15.0,73.0,8.0,0.0,547.0,0.0,0.0,0.0,531.0,3441.0,0.0
9.0,11.0,12.0,14.0,134.0,11.0,0.0,807.0,0.0,0.0,0.0,553.0,6215.0,0.0
6.0,7.0,10.0,18.0,713.0,10.0,0.0,218.0,0.0,0.0,0.0,178.0,2856.0,0.0
7.0,8.0,10.0,13.0,251.0,18.0,0.0,2240.0,0.0,1.0,0.0,1874.0,12750.0,0.0
3.0,13.0,20.0,20.0,72.0,2.0,0.0,1732.0,0.0,0.0,0.0,2072.0,13288.0,0.0
6.0,9.0,11.0,20.0,72.0,2.0,0.0,144.0,0.0,0.0,0.0,158.0,1083.0,0.0
6.0,8.0,10.0,18.0,72.0,2.0,0.0,124.0,0.0,0.0,0.0,130.0,870.0,0.0
14.2,23.099999999999987,37.80000000000003,16266.700000000008,29627.0,0.0,0.0,18.0,0.0,0.0,0.0,28.0,66940.0,1.0
10.0,11.0,13.0,23.0,300.0,15.0,0.0,2839.0,0.0,0.0,4.0,3278.0,37704.0,0.0
14.999999999999996,18.0,20.6,31.8,39.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,126.0,0.0
15.0,30.5,32.0,109.0,4597.0,0.0,0.0,16.0,0.0,0.0,0.0,23.0,4987.0,1.0
1.0,5.0,9.0,16.0,702.0,11.0,1.0,322.0,0.0,8.0,1.0,351.0,1716.0,0.0
1.0,5.0,9.0,17.0,702.0,11.0,1.0,325.0,0.0,8.0,1.0,354.0,1882.0,0.0
1.0,5.0,9.0,17.0,1139.0,11.0,1.0,327.0,0.0,8.0,1.0,355.0,2914.0,0.0
1.0,5.0,9.0,17.0,1017.0,11.0,1.0,327.0,0.0,8.0,1.0,355.0,2905.0,0.0
1.0,5.0,9.0,17.0,702.0,11.0,1.0,327.0,0.0,8.0,1.0,355.0,2254.0,0.0
1.0,5.0,9.0,17.0,702.0,11.0,1.0,327.0,0.0,8.0,1.0,355.0,2063.0,0.0
152.2,209.69999999999996,303.4000000000001,468.2000000000001,1549.0,4.0,1.0,263.0,0.0,0.0,0.0,240.0,48611.0,1.0
108.6,205.19999999999996,297.79999999999995,433.4000000000001,1046.0,4.0,1.0,178.0,0.0,0.0,0.0,164.0,28633.0,1.0
121.0,196.5,309.0,445.0,1184.0,4.0,1.0,241.0,0.0,0.0,0.0,217.0,40817.0,1.0
66.0,91.0,141.0,227.0,1222.0,4.0,1.0,236.0,0.0,0.0,0.0,225.0,24916.0,1.0
203.4,269.19999999999993,341.6,476.8000000000001,941.0,4.0,1.0,100.0,0.0,0.0,0.0,95.0,19964.0,1.0
132.00000000000003,182.0,280.40000000000003,444.0000000000001,984.0,4.0,1.0,290.0,0.0,0.0,0.0,262.0,48032.0,1.0
161.59999999999997,226.1,306.4,430.7,1000.0,4.0,1.0,299.0,0.0,0.0,0.0,267.0,51992.0,1.0
194.2,229.9,291.4000000000001,409.2000000000001,730.0,4.0,1.0,223.0,0.0,0.0,0.0,193.0,38575.0,1.0
233.6,281.6,340.8,436.4,952.0,4.0,1.0,284.0,0.0,0.0,0.0,244.0,56899.0,1.0
172.19999999999987,224.5999999999999,290.20000000000005,411.20000000000016,869.0,4.0,1.0,213.0,0.0,0.0,0.0,173.0,33976.0,1.0
212.20000000000005,275.6,348.80000000000007,442.70000000000016,873.0,4.0,1.0,295.0,0.0,0.0,0.0,239.0,55232.0,1.0
161.59999999999997,208.7999999999999,280.6,382.6,675.0,4.0,1.0,200.0,0.0,0.0,0.0,165.0,29798.0,1.0
164.39999999999998,243.4,326.0,443.80000000000007,1556.0,4.0,1.0,209.0,0.0,0.0,0.0,170.0,38312.0,1.0
166.79999999999998,253.79999999999995,321.8,533.7,1010.0,4.0,1.0,177.0,0.0,0.0,0.0,144.0,32381.0,1.0
153.0,214.0,240.0,314.0,672.0,4.0,1.0,131.0,0.0,0.0,0.0,105.0,17354.0,1.0
10.399999999999991,14.0,23.200000000000003,38.90000000000008,752.0,4.0,1.0,113.0,0.0,2.0,0.0,97.0,2120.0,0.0
10.599999999999994,15.0,36.80000000000001,72.4,303.0,3.0,1.0,73.0,0.0,2.0,0.0,59.0,1545.0,0.0
8.0,14.699999999999996,25.6,49.400000000000034,666.0,4.0,1.0,61.0,0.0,2.0,0.0,51.0,1575.0,0.0
10.0,10.899999999999991,15.0,25.30000000000001,715.0,3.0,1.0,162.0,0.0,2.0,0.0,148.0,2485.0,0.0
15.0,23.099999999999994,36.0,51.7,2085.0,3.0,1.0,118.0,0.0,2.0,0.0,104.0,4238.0,0.0
14.399999999999991,17.299999999999997,24.200000000000003,50.10000000000001,277.0,5.0,1.0,121.0,0.0,3.0,0.0,112.0,1984.0,0.0
15.0,19.89999999999999,23.0,53.79999999999998,474.0,5.0,1.0,89.0,0.0,3.0,0.0,93.0,1698.0,0.0
10.0,13.0,19.80000000000001,56.00000000000006,332.0,5.0,1.0,103.0,0.0,3.0,0.0,94.0,1504.0,0.0
1.0,4.0,11.0,19.0,702.0,13.0,1.0,1228.0,0.0,8.0,1.0,854.0,8346.0,0.0
1.0,4.0,10.0,17.0,702.0,13.0,1.0,766.0,0.0,8.0,1.0,598.0,4824.0,0.0
1.0,4.0,11.0,17.0,702.0,13.0,1.0,1922.0,0.0,8.0,1.0,1239.0,11662.0,0.0
1.0,4.0,12.0,17.0,702.0,13.0,1.0,5724.0,0.0,8.0,1.0,3339.0,36786.0,0.0
1.0,4.0,10.200000000000044,17.100000000000136,702.0,13.0,1.0,1817.0,0.0,8.0,1.0,1180.0,11058.0,0.0
1.0,4.0,11.0,17.0,702.0,13.0,1.0,1695.0,0.0,8.0,1.0,1114.0,10195.0,0.0
1.0,4.0,12.0,17.0,702.0,13.0,1.0,8733.0,0.0,8.0,1.0,5004.0,53790.0,0.0
1.0,4.0,11.0,17.0,702.0,13.0,1.0,3528.0,0.0,8.0,1.0,2126.0,21942.0,0.0
1.0,4.0,12.0,18.0,702.0,13.0,1.0,5809.0,0.0,8.0,1.0,3386.0,37960.0,0.0
1.0,4.0,12.0,17.0,702.0,13.0,1.0,2341.0,0.0,8.0,1.0,1470.0,14778.0,0.0
1.0,4.0,11.0,17.0,702.0,13.0,1.0,1319.0,0.0,8.0,1.0,905.0,7949.0,0.0
1.0,4.0,11.0,17.0,702.0,13.0,1.0,4795.0,0.0,8.0,1.0,2827.0,31126.0,0.0
1.0,4.0,11.0,17.0,702.0,13.0,1.0,3047.0,0.0,8.0,1.0,1861.0,18038.0,0.0
1.0,4.0,12.0,17.0,702.0,13.0,1.0,6745.0,0.0,8.0,1.0,3906.0,40984.0,0.0
213.0,302.19999999999993,422.6,578.2,1328.0,4.0,1.0,190.0,0.0,0.0,0.0,176.0,44433.0,1.0
261.0,322.49999999999966,397.0,543.0,1226.0,4.0,1.0,331.0,0.0,0.0,0.0,299.0,81530.0,1.0
178.6,236.49999999999997,277.0,374.7000000000001,824.0,4.0,1.0,207.0,0.0,0.0,0.0,196.0,34764.0,1.0
193.4,260.4,347.4,425.00000000000017,781.0,4.0,1.0,144.0,0.0,0.0,0.0,135.0,26055.0,1.0
227.0,277.4,330.0,462.4000000000001,1512.0,4.0,1.0,218.0,0.0,0.0,0.0,202.0,43244.0,1.0
188.2,252.4,309.20000000000005,391.8,747.0,4.0,1.0,118.0,0.0,0.0,0.0,114.0,21205.0,1.0
192.0,238.3,275.0,347.40000000000003,726.0,5.0,1.0,248.0,0.0,0.0,0.0,249.0,41299.0,1.0
175.0,225.0,303.0,410.4000000000001,1177.0,4.0,1.0,1212.0,0.0,0.0,0.0,1108.0,213405.0,1.0
165.0,224.79999999999995,306.20000000000005,427.0,1164.0,4.0,1.0,810.0,0.0,0.0,0.0,740.0,142287.0,1.0
184.4,236.79999999999995,309.20000000000005,444.80000000000007,1060.0,4.0,1.0,650.0,0.0,0.0,0.0,595.0,121166.0,1.0
154.0,218.5,286.0,360.5,665.0,4.0,1.0,41.0,0.0,0.0,0.0,45.0,6361.0,1.0
3.0,9.0,16.200000000000045,33.60000000000002,702.0,14.0,1.0,440.0,0.0,9.0,1.0,495.0,3899.0,0.0
3.0,9.0,17.0,33.60000000000002,702.0,14.0,1.0,440.0,0.0,9.0,1.0,495.0,4040.0,0.0
3.0,9.0,17.0,33.60000000000002,702.0,14.0,1.0,440.0,0.0,9.0,1.0,495.0,4050.0,0.0
3.0,9.0,17.0,33.60000000000002,702.0,14.0,1.0,440.0,0.0,9.0,1.0,495.0,3882.0,0.0
1.0,5.0,9.400000000000034,17.0,702.0,12.0,1.0,346.0,0.0,9.0,1.0,377.0,2209.0,0.0
1.0,5.0,10.0,17.0,891.0,12.0,1.0,343.0,0.0,9.0,1.0,372.0,2795.0,0.0
1.0,5.0,9.0,17.0,702.0,12.0,1.0,343.0,0.0,9.0,1.0,372.0,2653.0,0.0
1.0,5.0,9.0,17.0,702.0,12.0,1.0,346.0,0.0,9.0,1.0,377.0,2256.0,0.0
1.0,5.0,9.0,17.0,702.0,12.0,1.0,343.0,0.0,9.0,1.0,372.0,2178.0,0.0
1.0,5.0,9.400000000000034,17.0,702.0,12.0,1.0,376.0,0.0,9.0,1.0,389.0,2320.0,0.0
1.0,5.0,9.800000000000011,17.0,702.0,12.0,1.0,379.0,0.0,9.0,1.0,394.0,2279.0,0.0
1.0,5.199999999999989,10.0,18.0,702.0,12.0,1.0,344.0,0.0,9.0,1.0,370.0,2789.0,0.0
1.0,5.199999999999989,9.800000000000011,18.0,702.0,12.0,1.0,344.0,0.0,9.0,1.0,373.0,2178.0,0.0
1.0,5.0,9.0,17.0,702.0,12.0,1.0,340.0,0.0,9.0,1.0,368.0,2242.0,0.0
1.0,6.0,11.0,18.0,702.0,13.0,1.0,530.0,0.0,10.0,1.0,485.0,4062.0,0.0
1.0,6.0,11.600000000000025,19.0,1139.0,13.0,1.0,548.0,0.0,10.0,1.0,509.0,4796.0,0.0
1.0,6.0,11.0,18.19999999999999,795.0,13.0,1.0,544.0,0.0,10.0,1.0,505.0,4393.0,0.0
1.0,6.0,11.0,18.0,702.0,12.0,1.0,364.0,0.0,10.0,3.0,389.0,2169.0,0.0
1.0,6.0,11.0,18.0,702.0,12.0,1.0,364.0,0.0,10.0,3.0,389.0,2169.0,0.0
1.0,6.0,11.0,18.0,702.0,12.0,1.0,364.0,0.0,10.0,3.0,389.0,2169.0,0.0
1.0,6.0,11.0,18.0,702.0,12.0,1.0,364.0,0.0,10.0,3.0,389.0,2169.0,0.0
1.0,6.0,11.0,18.0,702.0,12.0,1.0,364.0,0.0,10.0,3.0,389.0,2169.0,0.0
1.0,5.0,11.0,18.0,828.0,13.0,1.0,483.0,0.0,10.0,1.0,461.0,3934.0,0.0
1.0,5.0,11.0,18.0,702.0,13.0,1.0,481.0,0.0,10.0,1.0,460.0,3232.0,0.0
1.0,6.0,11.0,18.0,702.0,13.0,1.0,479.0,0.0,10.0,1.0,455.0,3634.0,0.0
1.0,1.0,4.0,14.0,725.0,14.0,1.0,412.0,0.0,10.0,1.0,482.0,1509.0,0.0
1.0,1.0,4.0,14.0,725.0,14.0,1.0,392.0,0.0,10.0,1.0,468.0,1322.0,0.0
1.0,1.0,8.0,15.0,725.0,14.0,1.0,380.0,0.0,10.0,1.0,456.0,1808.0,0.0
1.0,1.0,5.0,14.0,725.0,14.0,1.0,373.0,0.0,10.0,1.0,458.0,1379.0,0.0
1.0,1.0,5.0,14.0,725.0,14.0,1.0,373.0,0.0,10.0,1.0,458.0,1419.0,0.0
1.0,1.0,5.0,14.0,725.0,14.0,1.0,360.0,0.0,10.0,1.0,449.0,1467.0,0.0
1.0,1.0,4.0,14.0,725.0,14.0,1.0,377.0,0.0,10.0,1.0,465.0,1349.0,0.0
1.0,1.0,5.0,14.0,725.0,14.0,1.0,353.0,0.0,10.0,1.0,442.0,1313.0,0.0
1.0,1.0,5.0,14.0,725.0,14.0,1.0,355.0,0.0,10.0,1.0,443.0,1382.0,0.0
1.0,1.0,5.0,14.0,725.0,14.0,1.0,353.0,0.0,10.0,1.0,442.0,1405.0,0.0
1.0,1.0,5.0,14.0,725.0,14.0,1.0,356.0,0.0,10.0,1.0,445.0,1554.0,0.0
168.0,198.0,307.0,504.0,960.0,4.0,0.0,137.0,0.0,0.0,0.0,121.0,23970.0,1.0
7.0,11.0,32.0,165.20000000000027,943.0,4.0,0.0,799.0,0.0,0.0,0.0,526.0,37830.0,1.0
6.799999999999983,20.59999999999997,166.60000000000014,306.79999999999984,1675.0,4.0,0.0,395.0,0.0,0.0,0.0,286.0,33680.0,1.0
20.0,172.0,294.0,531.0,1251.0,4.0,0.0,137.0,0.0,0.0,0.0,116.0,21577.0,1.0
29.799999999999983,84.0,137.8,265.19999999999993,1287.0,5.0,0.0,309.0,0.0,0.0,0.0,215.0,25959.0,1.0
168.2,237.79999999999995,389.60000000000014,592.8000000000002,1844.0,4.0,0.0,165.0,0.0,0.0,0.0,138.0,34840.0,1.0
203.6,300.79999999999995,413.0,493.2000000000001,1141.0,4.0,0.0,56.0,0.0,0.0,0.0,55.0,12363.0,1.0
246.6,300.0,365.80000000000007,512.4,1060.0,5.0,0.0,124.0,0.0,0.0,0.0,117.0,28087.0,1.0
5.0,6.0,18.600000000000023,218.4000000000002,1030.0,4.0,0.0,283.0,0.0,0.0,0.0,189.0,16812.0,1.0
4.0,6.0,19.80000000000001,207.8,764.0,4.0,0.0,178.0,0.0,0.0,0.0,123.0,8799.0,1.0
164.0,202.39999999999995,252.6,371.2000000000001,715.0,4.0,0.0,115.0,0.0,0.0,0.0,111.0,18564.0,1.0
250.39999999999995,297.0,376.80000000000007,534.6000000000001,1196.0,4.0,0.0,121.0,0.0,0.0,0.0,111.0,27676.0,1.0
22.39999999999999,37.49999999999998,85.40000000000006,175.7,427.0,4.0,0.0,48.0,0.0,0.0,0.0,50.0,2736.0,1.0
30.800000000000004,63.99999999999996,125.4,234.89999999999992,791.0,3.0,0.0,69.0,0.0,0.0,0.0,72.0,5769.0,1.0
156.0,245.0,364.0,521.0,905.0,4.0,1.0,106.0,0.0,0.0,0.0,101.0,21969.0,1.0
182.0,235.0,359.0,637.0,871.0,4.0,1.0,76.0,0.0,0.0,0.0,72.0,16830.0,1.0
100.6,177.1,325.00000000000006,433.1,955.0,4.0,1.0,89.0,0.0,0.0,0.0,83.0,15510.0,1.0
192.2,301.29999999999995,382.00000000000006,503.8000000000001,964.0,4.0,1.0,99.0,0.0,0.0,0.0,94.0,21183.0,1.0
116.0,161.6,234.80000000000004,430.4,998.0,4.0,1.0,144.0,0.0,0.0,0.0,136.0,23077.0,1.0
232.99999999999997,330.79999999999984,413.2000000000001,561.0000000000002,1163.0,4.0,1.0,64.0,0.0,0.0,0.0,62.0,15424.0,1.0
280.0,401.49999999999983,513.0,596.0,942.0,4.0,1.0,81.0,0.0,0.0,0.0,75.0,20825.0,1.0
272.79999999999995,382.9999999999999,460.2000000000001,662.8,1238.0,4.0,1.0,79.0,0.0,0.0,0.0,74.0,20997.0,1.0
180.2,237.0,298.80000000000007,491.6,870.0,4.0,1.0,70.0,0.0,0.0,0.0,69.0,13486.0,1.0
89.39999999999995,151.99999999999997,226.8,333.40000000000003,734.0,4.0,1.0,53.0,0.0,0.0,0.0,53.0,6836.0,1.0
137.2,204.79999999999995,349.0,486.7,956.0,4.0,1.0,69.0,0.0,0.0,0.0,66.0,13300.0,1.0
168.59999999999985,263.8,412.4,619.5999999999999,1082.0,4.0,1.0,68.0,0.0,0.0,0.0,65.0,15468.0,1.0
142.39999999999998,224.7,309.20000000000005,526.8000000000002,951.0,4.0,1.0,69.0,0.0,0.0,0.0,67.0,13365.0,1.0
152.4,218.7,330.0,552.9999999999999,1336.0,4.0,1.0,133.0,0.0,0.0,0.0,119.0,26898.0,1.0
17.0,30.999999999999957,90.0,259.0,18605.0,3.0,1.0,137.0,0.0,21.0,19.0,634.0,2052.0,0.0
8.2,16.499999999999993,146.60000000000022,473.0000000000001,3398.0,0.0,1.0,36.0,0.0,9.0,2.0,85.0,200.0,0.0
1.0,1.0,1.0,8.600000000000023,104321.0,1.0,1.0,146.0,0.0,5.0,0.0,126.0,438.0,0.0
